busco_id,chr1,chr2,start1,end1,start2,end2,strand1,strand2,is_flipped
237862at7147,OU343117.1,OY284471.1,5897402,5901105,8457225,8459025,-,-,False
237923at7147,OU343115.1,OY284469.1,60273709,60275733,24433285,24434736,+,+,False
238006at7147,OU343118.1,OY284472.1,16658032,16661261,23197067,23197917,+,-,True
238019at7147,OU343117.1,OY284471.1,11693439,11732517,25380455,25396417,+,-,True
238031at7147,OU343114.1,OY284468.1,37380197,37397534,51745898,51754334,-,+,True
238331at7147,OU343115.1,OY284469.1,49706055,49707523,51638399,51642020,-,-,False
238345at7147,OU343115.1,OY284469.1,60079834,60082080,30787586,30789915,-,+,True
238394at7147,OU343114.1,OY284468.1,74766765,74770001,61272738,61275345,-,-,False
238428at7147,OU343116.1,OY284470.1,25300121,25309028,1367011,1372251,+,+,False
23846at7147,OU343115.1,OY284469.1,16952896,16954491,37053416,37055689,+,-,True
238586at7147,OU343114.1,OY284468.1,51264092,51267455,53443817,53445488,+,+,False
238635at7147,OU343118.1,OY284472.1,25690065,25691357,34972739,34974250,-,-,False
238757at7147,OU343118.1,OY284472.1,11853403,11854491,38195698,38196925,-,+,True
238841at7147,OU343117.1,OY284471.1,45735726,45740162,34371400,34379721,+,-,True
238915at7147,OU343114.1,OY284468.1,86069241,86071145,57445702,57447719,+,-,True
238923at7147,OU343117.1,OY284471.1,26084322,26205266,37295561,37391350,-,+,True
239017at7147,OU343117.1,OY284471.1,15468611,15469265,24628335,24629029,-,+,True
239086at7147,OU343115.1,OY284468.1,71518157,71519684,15353498,15354955,-,+,True
239201at7147,OU343118.1,OY284472.1,44355169,44361442,22905132,22909335,+,+,False
239210at7147,OU343114.1,OY284468.1,90327256,90330589,1917287,1922977,-,+,True
239240at7147,OU343114.1,OY284468.1,90816166,90818144,317558,319780,-,+,True
239407at7147,OU343116.1,OY284469.1,25084725,25087490,59290332,59293302,+,-,True
239782at7147,OU343114.1,OY284468.1,10175577,10177230,15410420,15411689,-,-,False
239790at7147,OU343115.1,OY284469.1,8558666,8560383,9570824,9572422,-,-,False
239878at7147,OU343117.1,OY284470.1,41375055,41378236,45034048,45037037,-,-,False
239932at7147,OU343118.1,OY284472.1,17547180,17605082,27664100,27726200,-,-,False
240204at7147,OU343115.1,OY284469.1,58391083,58393810,5088434,5091321,-,-,False
240343at7147,OU343115.1,OY284469.1,35821858,35828008,20619517,20622466,+,+,False
240367at7147,OU343117.1,OY284471.1,45115569,45119451,35308158,35311831,+,-,True
240382at7147,OU343118.1,OY284472.1,10251284,10260705,39422124,39441786,+,-,True
240412at7147,OU343115.1,OY284469.1,58685254,58686952,7112530,7114462,-,+,True
240430at7147,OU343118.1,OY284472.1,31230171,31239394,24184594,24188816,+,+,False
240448at7147,OU343115.1,OY284469.1,62401040,62407725,41493886,41499287,+,-,True
240602at7147,OU343115.1,OY284469.1,6293108,6299990,6384324,6397075,-,-,False
240652at7147,OU343116.1,OY284470.1,36843436,36843786,29994001,29994340,-,-,False
240774at7147,OU343116.1,OY284470.1,22756111,22763771,16676214,16682068,-,+,True
240980at7147,OU343116.1,OY284470.1,342727,384411,44814217,44886624,+,+,False
241047at7147,OU343116.1,OY284470.1,29274774,29278681,24387662,24391458,+,+,False
241109at7147,OU343115.1,OY284469.1,50228023,50228924,16051598,16052513,-,-,False
241233at7147,OU343117.1,OY284471.1,3823089,3824366,31322886,31324196,-,-,False
241245at7147,OU343117.1,OY284471.1,46777016,46779387,11044945,11073753,-,-,False
241406at7147,OU343114.1,OY284468.1,31919373,31930435,8911631,8933766,+,+,False
241605at7147,OU343116.1,OY284470.1,37725212,37731099,30943237,30948918,-,-,False
24160at7147,OU343114.1,OY284468.1,29774604,29791377,20706584,20718535,+,-,True
241656at7147,OU343115.1,OY284469.1,62532520,62535163,41374060,41376675,-,+,True
241665at7147,OU343114.1,OY284468.1,93721418,93722367,52315531,52316698,-,-,False
241783at7147,OU343116.1,OY284470.1,21096982,21097434,45149963,45150487,-,+,True
241788at7147,OU343114.1,OY284468.1,2292147,2306174,67002629,67017455,-,-,False
241856at7147,OU343116.1,OY284470.1,38176330,38179881,10661110,10662886,-,+,True
241904at7147,OU343117.1,OY284471.1,45944496,45951043,34130368,34190759,+,-,True
242055at7147,OU343117.1,OY284471.1,31448126,31449061,40169650,40170634,-,+,True
242106at7147,OU343114.1,OY284468.1,93842952,93883826,52410512,52440888,+,+,False
242116at7147,OU343115.1,OY284469.1,32285947,32287596,30370945,30372221,-,-,False
242120at7147,OU343116.1,OY284470.1,47298993,47299397,14162286,14162701,-,+,True
242124at7147,OU343114.1,OY284468.1,24742700,24749607,27109200,27115279,+,+,False
242228at7147,OU343117.1,OY284471.1,7785096,7785437,5929198,5929539,-,+,True
242339at7147,OU343118.1,OY284472.1,22372568,22376074,7513243,7517046,+,-,True
242359at7147,OU343118.1,OY284472.1,44746636,44750453,25629683,25635012,-,+,True
242385at7147,OU343114.1,OY284468.1,9112866,9115573,68973789,68975619,-,+,True
242397at7147,OU343118.1,OY284472.1,33083450,33104913,21518571,21528873,-,+,True
242460at7147,OU343114.1,OY284468.1,69311764,69313278,29753028,29754964,-,-,False
242514at7147,OU343115.1,OY284469.1,57147562,57148990,3471858,3472850,-,-,False
242564at7147,OU343115.1,OY284469.1,6891366,6894439,57147391,57150344,-,-,False
242686at7147,OU343114.1,OY284468.1,24690570,24706342,27092952,27093927,-,-,False
242811at7147,OU343118.1,OY284472.1,19489349,19492771,6512878,6516897,+,-,True
242925at7147,OU343118.1,OY284472.1,25015827,25017518,36542802,36544539,+,-,True
243046at7147,OU343116.1,OY284470.1,29011294,29013581,29005433,29007456,+,+,False
243105at7147,OU343116.1,OY284470.1,38758880,38761163,27754074,27756408,+,+,False
243117at7147,OU343115.1,OY284469.1,4871843,4873212,33619614,33621069,-,+,True
243122at7147,OU343115.1,OY284469.1,23225788,23244650,29033430,29036571,+,+,False
243227at7147,OU343117.1,OY284471.1,44336962,44341252,38062274,38066430,+,+,False
243289at7147,OU343115.1,OY284469.1,1622531,1624264,10705063,10706744,-,-,False
24342at7147,OU343116.1,OY284470.1,29886678,29897430,27830259,27839720,-,-,False
243458at7147,OU343117.1,OY284471.1,36636131,36637477,43935496,43936487,-,+,True
243486at7147,OU343118.1,OY284472.1,8154585,8155763,13273432,13274670,+,+,False
243541at7147,OU343116.1,OY284470.1,18667145,18668147,18536393,18537392,+,+,False
243617at7147,OU343116.1,OY284470.1,5866386,5869936,7345685,7348440,+,+,False
243777at7147,OU343114.1,OY284468.1,78902171,78904924,23701730,23703314,-,+,True
24411at7147,OU343115.1,OY284469.1,57428479,57432208,3841327,3845201,+,+,False
244151at7147,OU343116.1,OY284470.1,51734406,51735230,40389801,40390342,-,-,False
244169at7147,OU343118.1,OY284472.1,21392332,21392651,33686700,33687791,+,+,False
244310at7147,OU343117.1,OY284471.1,32826952,32829755,20879271,20883256,+,+,False
244394at7147,OU343115.1,OY284469.1,40792004,40848889,23186576,23230277,-,+,True
244396at7147,OU343118.1,OY284472.1,7087489,7089475,40584526,40586082,+,-,True
24444at7147,OU343115.1,OY284469.1,12400362,12401840,20290849,20292393,+,-,True
244473at7147,OU343118.1,OY284472.1,36098779,36110441,22630795,22639229,+,+,False
244585at7147,OU343116.1,OY284470.1,26334280,26344157,17868936,17874607,+,+,False
244662at7147,OU343118.1,OY284472.1,12126189,12127127,13068462,13069430,+,-,True
244913at7147,OU343118.1,OY284472.1,25536632,25540637,34896144,34898980,-,-,False
244942at7147,OU343114.1,OY284468.1,33710869,33714188,36382911,36385743,-,+,True
245009at7147,OU343116.1,OY284470.1,22246279,22248927,11088405,11091186,+,+,False
245053at7147,OU343117.1,OY284471.1,7084673,7092195,31396596,31399208,+,+,False
245107at7147,OU343114.1,OY284468.1,82370232,82385851,60333545,60360418,-,+,True
245191at7147,OU343114.1,OY284468.1,15742661,15745787,31763209,31765295,-,+,True
245398at7147,OU343117.1,OY284471.1,28918244,28921067,4091106,4093548,-,+,True
245415at7147,OU343118.1,OY284472.1,8978971,9039891,28915167,28937384,+,-,True
245428at7147,OU343115.1,OY284469.1,46103464,46106901,32565234,32567467,+,-,True
245660at7147,OU343116.1,OY284470.1,25233358,25239941,1338112,1342678,+,+,False
245796at7147,OU343119.1,OY284468.1,20839017,20839758,223492,223980,-,-,False
245898at7147,OU343117.1,OY284471.1,25844480,25845665,46055299,46056438,+,+,False
246220at7147,OU343115.1,OY284469.1,60254654,60255782,33046672,33047821,+,+,False
246293at7147,OU343115.1,OY284469.1,29725752,29727758,51650544,51652665,-,-,False
246352at7147,OU343115.1,OY284472.1,11638214,11643064,6246145,6248188,+,+,False
246384at7147,OU343114.1,OY284468.1,31694394,31697072,43285967,43286950,+,-,True
246425at7147,OU343117.1,OY284469.1,33100181,33101546,1156907,1158059,+,-,True
246460at7147,OU343116.1,OY284470.1,35667027,35669874,24374725,24377000,-,+,True
246477at7147,OU343114.1,OY284468.1,56211287,56223938,2726244,2732920,+,+,False
246773at7147,OU343115.1,OY284469.1,12736702,12739594,20178667,20180722,-,-,False
246788at7147,OU343114.1,OY284468.1,36243314,36244165,41019640,41020507,+,+,False
246807at7147,OU343114.1,OY284468.1,1183514,1184492,65140213,65141121,+,-,True
246813at7147,OU343117.1,OY284471.1,22027510,22028902,30500718,30502088,+,+,False
24690at7147,OU343115.1,OY284469.1,25958636,25968460,59444326,59458122,+,+,False
246946at7147,OU343116.1,OY284470.1,47025589,47031785,14420138,14425523,+,-,True
247074at7147,OU343117.1,OY284471.1,45912391,45914563,34192424,34195718,-,+,True
247122at7147,OU343115.1,OY284469.1,7621040,7623116,25920304,25921321,+,-,True
247149at7147,OU343115.1,OY284469.1,55190934,55193965,17311875,17314528,+,-,True
247235at7147,OU343117.1,OY284471.1,17057422,17078186,23829216,23933797,-,+,True
247288at7147,OU343115.1,OY284469.1,59903272,59917492,31071009,31101303,-,+,True
247289at7147,OU343116.1,OY284470.1,27227215,27227937,2475723,2476485,+,+,False
247389at7147,OU343115.1,OY284469.1,4801102,4802327,33697003,33698837,+,-,True
247393at7147,OU343117.1,OY284471.1,47696530,47698775,17931714,17935191,-,-,False
247421at7147,OU343115.1,OY284469.1,44710087,44774875,13904245,13942705,-,+,True
247442at7147,OU343114.1,OY284468.1,62685981,62686416,52711992,52712473,+,-,True
247475at7147,OU343117.1,OY284471.1,5921728,5926174,7738384,7741147,+,-,True
247544at7147,OU343114.1,OY284468.1,74703313,74705607,61222352,61223848,+,+,False
247614at7147,OU343118.1,OY284472.1,13399878,13410336,23051351,23061093,+,+,False
24767at7147,OU343118.1,OY284472.1,28764952,28767154,5018536,5020015,+,+,False
247793at7147,OU343116.1,OY284470.1,13372679,13373410,24482772,24484415,-,+,True
247859at7147,OU343114.1,OY284468.1,31217929,31219379,43483015,43484532,-,-,False
247961at7147,OU343114.1,OY284468.1,29453216,29458554,21115358,21120271,+,-,True
248030at7147,OU343116.1,OY284470.1,14117733,14130400,39818121,39838635,+,-,True
248087at7147,OU343114.1,OY284468.1,93342278,93342628,4447845,4448228,+,+,False
248245at7147,OU343117.1,OY284471.1,48988008,49008107,27072606,27093384,-,-,False
248354at7147,OU343115.1,OY284469.1,5630932,5636617,10880320,10885168,-,+,True
248412at7147,OU343116.1,OY284470.1,52645254,52648175,20174874,20177986,-,+,True
248528at7147,OU343116.1,OY284470.1,35535366,35544641,28756023,28762485,+,+,False
248530at7147,OU343119.1,OY284473.1,9443547,9452182,807006,808485,-,+,True
248569at7147,OU343114.1,OY284468.1,50538866,50544737,47699215,47702666,+,-,True
248591at7147,OU343114.1,OY284468.1,59387400,59390074,37584621,37587220,+,-,True
248623at7147,OU343117.1,OY284471.1,6859622,6872963,3652537,3675326,+,-,True
248712at7147,OU343116.1,OY284470.1,46689516,46691606,14666358,14668722,+,-,True
248755at7147,OU343115.1,OY284469.1,6479302,6481961,32403957,32406409,-,-,False
248858at7147,OU343117.1,OY284471.1,3781312,3781944,7831509,7832141,-,-,False
248914at7147,OU343116.1,OY284470.1,3102076,3104187,46868867,46869742,-,-,False
248932at7147,OU343114.1,OY284468.1,83747363,83750482,29013557,29015629,+,+,False
248981at7147,OU343117.1,OY284471.1,37760047,37764446,35341688,35346696,-,-,False
249036at7147,OU343118.1,OY284472.1,42095995,42096947,19169589,19170579,+,+,False
249041at7147,OU343118.1,OY284472.1,22308062,22311982,7574825,7578018,-,+,True
249087at7147,OU343116.1,OY284470.1,4518086,4520318,47396829,47398909,+,+,False
249262at7147,OU343115.1,OY284469.1,1314296,1316527,10471697,10474011,-,-,False
249263at7147,OU343117.1,OY284471.1,20580114,20580480,39072306,39072707,+,+,False
249380at7147,OU343114.1,OY284468.1,30777416,30782876,35156897,35161292,-,+,True
249383at7147,OU343117.1,OY284471.1,6511145,6539323,5068856,5126380,-,-,False
249460at7147,OU343114.1,OY284468.1,93392964,93394328,4504336,4505699,-,-,False
249556at7147,OU343116.1,OY284470.1,30293766,30303982,26855466,26867422,+,-,True
249582at7147,OU343115.1,OY284469.1,3525912,3574922,22384211,22403357,-,-,False
249592at7147,OU343115.1,OY284469.1,58949712,58950341,6656904,6658943,-,+,True
249654at7147,OU343115.1,OY284469.1,68442009,68442564,599230,599823,+,+,False
249677at7147,OU343116.1,OY284470.1,51832610,51833755,21515900,21517156,-,+,True
249737at7147,OU343117.1,OY284471.1,33700293,33702514,41543334,41544964,-,+,True
249779at7147,OU343117.1,OY284471.1,33096474,33097352,38280020,38281003,-,-,False
249799at7147,OU343116.1,OY284470.1,3411834,3412559,40834481,40835176,+,+,False
24982at7147,OU343116.1,OY284470.1,47622498,47626652,10084932,10089085,-,-,False
250006at7147,OU343114.1,OY284468.1,48930035,48940126,34800945,34808378,-,-,False
250017at7147,OU343114.1,OY284468.1,73033982,73035279,28266942,28268133,-,-,False
250167at7147,OU343115.1,OY284469.1,2354888,2355865,19604339,19605281,-,+,True
250262at7147,OU343114.1,OY284468.1,56021216,56021880,29359636,29360284,-,+,True
25034at7147,OU343118.1,OY284472.1,29712225,29715065,33402423,33405557,-,+,True
25037at7147,OU343116.1,OY284470.1,51493557,51494675,25985188,25986272,+,+,False
250477at7147,OU343119.1,OY284473.1,2438673,2441993,24754617,24755139,+,-,True
250539at7147,OU343115.1,OY284469.1,8769466,8772074,57602696,57605218,-,+,True
250601at7147,OU343114.1,OY284468.1,34803177,34806971,40126685,40131875,+,+,False
250603at7147,OU343114.1,OY284468.1,18978412,18983429,44226346,44228362,-,+,True
250604at7147,OU343117.1,OY284471.1,23743578,23746319,45170021,45172669,+,-,True
250611at7147,OU343117.1,OY284471.1,23457452,23458530,39841863,39842895,+,+,False
250679at7147,OU343116.1,OY284470.1,38388490,38389976,7936194,7937677,+,-,True
250868at7147,OU343117.1,OY284471.1,44295538,44300551,38017880,38021262,-,-,False
250929at7147,OU343118.1,OY284469.1,25466700,25467435,24136264,24136956,+,-,True
250949at7147,OU343116.1,OY284470.1,53867164,53872901,20049754,20054303,-,-,False
251010at7147,OU343114.1,OY284468.1,11306447,11309045,42983531,42984575,+,+,False
251050at7147,OU343116.1,OY284470.1,50164351,50166287,16433877,16435873,+,+,False
251252at7147,OU343115.1,OY284469.1,19211915,19213328,9576621,9577404,-,+,True
251255at7147,OU343115.1,OY284469.1,11286653,11324946,25397369,25411187,+,+,False
251776at7147,OU343115.1,OY284469.1,41358266,41359216,22819668,22820552,+,-,True
251908at7147,OU343115.1,OY284469.1,7214617,7215258,35787656,35788286,+,-,True
252042at7147,OU343114.1,OY284468.1,1330850,1332445,43079293,43081202,+,+,False
252068at7147,OU343116.1,OY284470.1,18199678,18203901,18496185,18499045,+,+,False
252099at7147,OU343114.1,OY284468.1,24739984,24741648,27106508,27107965,-,-,False
252141at7147,OU343116.1,OY284470.1,39754930,39755874,24214540,24215526,-,+,True
252158at7147,OU343116.1,OY284470.1,48870302,48875920,8948443,8954230,-,+,True
252159at7147,OU343117.1,OY284471.1,44344011,44347925,38069878,38073718,-,-,False
252292at7147,OU343116.1,OY284470.1,50004564,50016631,16264850,16275108,+,+,False
252301at7147,OU343115.1,OY284472.1,715733,716509,14610907,14611982,-,-,False
252527at7147,OU343114.1,OY284468.1,71329997,71338782,44431462,44438909,+,-,True
252544at7147,OU343115.1,OY284469.1,34101898,34136668,33489148,33530219,-,+,True
252597at7147,OU343117.1,OY284471.1,29650418,29652524,21734372,21736530,-,-,False
252614at7147,OU343117.1,OY284471.1,18412153,18413889,23289728,23291536,+,-,True
252642at7147,OU343117.1,OY284471.1,37805369,37814055,28335221,28344693,+,+,False
252793at7147,OU343115.1,OY284469.1,3319850,3324583,22267752,22271165,+,+,False
252815at7147,OU343114.1,OY284468.1,83978959,83982305,29161729,29163860,-,+,True
252823at7147,OU343114.1,OY284468.1,74931430,74933142,27660861,27663253,-,+,True
252939at7147,OU343116.1,OY284470.1,8845978,8849185,41356394,41358444,-,-,False
252952at7147,OU343114.1,OY284468.1,15702414,15720778,31782008,31795438,+,-,True
252968at7147,OU343115.1,OY284469.1,22290545,22299591,10988262,10990573,-,+,True
252971at7147,OU343118.1,OY284472.1,22467812,22470965,41075085,41077966,+,-,True
252979at7147,OU343116.1,OY284470.1,49814967,49818660,11637335,11641178,-,-,False
253065at7147,OU343115.1,OY284469.1,49522893,49526072,52013612,52018766,-,-,False
253068at7147,OU343114.1,OY284468.1,8307390,8317230,69293635,69299971,-,+,True
253148at7147,OU343115.1,OY284469.1,58542982,58545134,7314432,7316785,+,-,True
253255at7147,OU343115.1,OY284469.1,62677291,62679468,41234453,41237764,+,-,True
253335at7147,OU343116.1,OY284470.1,1348666,1350917,45699515,45703514,-,+,True
253354at7147,OU343118.1,OY284472.1,26876998,26896379,39640699,39650598,+,+,False
253357at7147,OU343114.1,OY284468.1,69314418,69316046,41531022,41532305,+,+,False
253421at7147,OU343118.1,OY284472.1,1142817,1143686,6833630,6834508,-,+,True
253521at7147,OU343116.1,OY284470.1,497789,498898,47579932,47580883,+,-,True
253582at7147,OU343117.1,OY284471.1,35003332,35004174,36813312,36814375,-,+,True
253625at7147,OU343117.1,OY284471.1,25174641,25176406,42117667,42119506,-,+,True
253768at7147,OU343118.1,OY284472.1,19292825,19296133,5509924,5512047,-,-,False
253807at7147,OU343117.1,OY284471.1,45639647,45642358,34518473,34521148,+,-,True
25380at7147,OU343117.1,OY284471.1,33109849,33111365,37743332,37745007,-,+,True
253912at7147,OU343114.1,OY284468.1,94618117,94619697,45472002,45473187,+,+,False
254013at7147,OU343117.1,OY284471.1,29947219,29947744,36249786,36250291,-,+,True
254077at7147,OU343115.1,OY284469.1,48436646,48442195,8100094,8104415,+,+,False
254081at7147,OU343114.1,OY284468.1,59909772,59913289,37330095,37333241,-,-,False
254130at7147,OU343118.1,OY284472.1,42168131,42168826,19087335,19088009,-,+,True
25417at7147,OU343114.1,OY284468.1,75029270,75029799,68850491,68851042,+,+,False
25419at7147,OU343116.1,OY284470.1,48302206,48308767,9551220,9557995,+,-,True
254236at7147,OU343115.1,OY284469.1,5620268,5622090,10937327,10938328,+,-,True
254294at7147,OU343115.1,OY284469.1,69781457,69783853,1932440,1934719,+,-,True
254308at7147,OU343114.1,OY284468.1,57240735,57241262,37101929,37102477,-,+,True
254340at7147,OU343114.1,OY284468.1,57894503,57896007,1660598,1661925,+,-,True
254384at7147,OU343118.1,OY284472.1,23276160,23276954,6232045,6232827,+,-,True
254505at7147,OU343117.1,OY284471.1,10382688,10384405,1936901,1938069,-,-,False
